time,latitude,longitude,depth,uo,vo,thetao,so,zos,siconc,sithick,usi,vsi
2026-01-01 00:00:00,-66.5,3.5,60.0,0.2221,-0.1294,-0.9684,34.28,0.0783,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,3.5,80.0,0.2061,-0.1194,-0.8884,34.34,0.0783,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,3.5,100.0,0.1901,-0.1094,-0.8084,34.4,0.0783,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,3.5,150.0,0.1501,-0.0844,-0.6084,34.55,0.0783,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,0.5,0.2697,-0.1563,-1.1817,34.1015,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,5.0,0.2661,-0.154,-1.1637,34.115,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,10.0,0.2621,-0.1515,-1.1437,34.13,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,20.0,0.2541,-0.1465,-1.1037,34.16,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,40.0,0.2381,-0.1365,-1.0237,34.22,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,60.0,0.2221,-0.1265,-0.9437,34.28,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,80.0,0.2061,-0.1165,-0.8637,34.34,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,100.0,0.1901,-0.1065,-0.7837,34.4,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.0,150.0,0.1501,-0.0815,-0.5837,34.55,0.0833,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,0.5,0.2697,-0.1519,-1.161,34.1015,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,5.0,0.2661,-0.1496,-1.143,34.115,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,10.0,0.2621,-0.1471,-1.123,34.13,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,20.0,0.2541,-0.1421,-1.083,34.16,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,40.0,0.2381,-0.1321,-1.003,34.22,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,60.0,0.2221,-0.1221,-0.923,34.28,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,80.0,0.2061,-0.1121,-0.843,34.34,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,100.0,0.1901,-0.1021,-0.763,34.4,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,4.5,150.0,0.1501,-0.0771,-0.563,34.55,0.0874,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,0.5,0.2697,-0.1469,-1.1494,34.1015,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,5.0,0.2661,-0.1447,-1.1314,34.115,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,10.0,0.2621,-0.1422,-1.1114,34.13,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,20.0,0.2541,-0.1372,-1.0714,34.16,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,40.0,0.2381,-0.1272,-0.9914,34.22,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,60.0,0.2221,-0.1172,-0.9114,34.28,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,80.0,0.2061,-0.1072,-0.8314,34.34,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,100.0,0.1901,-0.0972,-0.7514,34.4,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.0,150.0,0.1501,-0.0722,-0.5514,34.55,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,0.5,0.2697,-0.1427,-1.1497,34.1015,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,5.0,0.2661,-0.1404,-1.1317,34.115,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,10.0,0.2621,-0.1379,-1.1117,34.13,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,20.0,0.2541,-0.1329,-1.0717,34.16,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,40.0,0.2381,-0.1229,-0.9917,34.22,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,60.0,0.2221,-0.1129,-0.9117,34.28,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,80.0,0.2061,-0.1029,-0.8317,34.34,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,100.0,0.1901,-0.0929,-0.7517,34.4,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,5.5,150.0,0.1501,-0.0679,-0.5517,34.55,0.0897,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,0.5,0.2697,-0.1401,-1.1618,34.1015,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,5.0,0.2661,-0.1379,-1.1438,34.115,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,10.0,0.2621,-0.1354,-1.1238,34.13,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,20.0,0.2541,-0.1304,-1.0838,34.16,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,40.0,0.2381,-0.1204,-1.0038,34.22,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,60.0,0.2221,-0.1104,-0.9238,34.28,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,80.0,0.2061,-0.1004,-0.8438,34.34,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,100.0,0.1901,-0.0904,-0.7638,34.4,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.5,6.0,150.0,0.1501,-0.0654,-0.5638,34.55,0.0872,0.3,0.8751,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,0.5,0.2601,-0.1539,-1.244,34.1015,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,5.0,0.2565,-0.1517,-1.226,34.115,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,10.0,0.2525,-0.1492,-1.206,34.13,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,20.0,0.2445,-0.1442,-1.166,34.16,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,40.0,0.2285,-0.1342,-1.086,34.22,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,60.0,0.2125,-0.1242,-1.006,34.28,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,80.0,0.1965,-0.1142,-0.926,34.34,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,100.0,0.1805,-0.1042,-0.846,34.4,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.0,150.0,0.1405,-0.0792,-0.646,34.55,0.0708,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,0.5,0.2601,-0.1578,-1.229,34.1015,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,5.0,0.2565,-0.1555,-1.211,34.115,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,10.0,0.2525,-0.153,-1.191,34.13,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,20.0,0.2445,-0.148,-1.151,34.16,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,40.0,0.2285,-0.138,-1.071,34.22,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,60.0,0.2125,-0.128,-0.991,34.28,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,80.0,0.1965,-0.118,-0.911,34.34,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,100.0,0.1805,-0.108,-0.831,34.4,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,2.5,150.0,0.1405,-0.083,-0.631,34.55,0.0738,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,0.5,0.2601,-0.1596,-1.2064,34.1015,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,5.0,0.2565,-0.1574,-1.1884,34.115,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,10.0,0.2525,-0.1549,-1.1684,34.13,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,20.0,0.2445,-0.1499,-1.1284,34.16,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,40.0,0.2285,-0.1399,-1.0484,34.22,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,60.0,0.2125,-0.1299,-0.9684,34.28,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,80.0,0.1965,-0.1199,-0.8884,34.34,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,100.0,0.1805,-0.1099,-0.8084,34.4,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.0,150.0,0.1405,-0.0849,-0.6084,34.55,0.0783,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,0.5,0.2601,-0.1591,-1.1817,34.1015,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,5.0,0.2565,-0.1569,-1.1637,34.115,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,10.0,0.2525,-0.1544,-1.1437,34.13,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,20.0,0.2445,-0.1494,-1.1037,34.16,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,40.0,0.2285,-0.1394,-1.0237,34.22,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,60.0,0.2125,-0.1294,-0.9437,34.28,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,80.0,0.1965,-0.1194,-0.8637,34.34,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,100.0,0.1805,-0.1094,-0.7837,34.4,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,3.5,150.0,0.1405,-0.0844,-0.5837,34.55,0.0833,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,0.5,0.2601,-0.1563,-1.161,34.1015,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,5.0,0.2565,-0.154,-1.143,34.115,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,10.0,0.2525,-0.1515,-1.123,34.13,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,20.0,0.2445,-0.1465,-1.083,34.16,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,40.0,0.2285,-0.1365,-1.003,34.22,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,60.0,0.2125,-0.1265,-0.923,34.28,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,80.0,0.1965,-0.1165,-0.843,34.34,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,100.0,0.1805,-0.1065,-0.763,34.4,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.0,150.0,0.1405,-0.0815,-0.563,34.55,0.0874,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,0.5,0.2601,-0.1519,-1.1494,34.1015,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,5.0,0.2565,-0.1496,-1.1314,34.115,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,10.0,0.2525,-0.1471,-1.1114,34.13,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,20.0,0.2445,-0.1421,-1.0714,34.16,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,40.0,0.2285,-0.1321,-0.9914,34.22,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,60.0,0.2125,-0.1221,-0.9114,34.28,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,80.0,0.1965,-0.1121,-0.8314,34.34,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,100.0,0.1805,-0.1021,-0.7514,34.4,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,4.5,150.0,0.1405,-0.0771,-0.5514,34.55,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,0.5,0.2601,-0.1469,-1.1497,34.1015,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,5.0,0.2565,-0.1447,-1.1317,34.115,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,10.0,0.2525,-0.1422,-1.1117,34.13,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,20.0,0.2445,-0.1372,-1.0717,34.16,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,40.0,0.2285,-0.1272,-0.9917,34.22,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,60.0,0.2125,-0.1172,-0.9117,34.28,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,80.0,0.1965,-0.1072,-0.8317,34.34,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,100.0,0.1805,-0.0972,-0.7517,34.4,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.0,150.0,0.1405,-0.0722,-0.5517,34.55,0.0897,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,0.5,0.2601,-0.1427,-1.1618,34.1015,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,5.0,0.2565,-0.1404,-1.1438,34.115,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,10.0,0.2525,-0.1379,-1.1238,34.13,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,20.0,0.2445,-0.1329,-1.0838,34.16,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,40.0,0.2285,-0.1229,-1.0038,34.22,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,60.0,0.2125,-0.1129,-0.9238,34.28,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,80.0,0.1965,-0.1029,-0.8438,34.34,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,100.0,0.1805,-0.0929,-0.7638,34.4,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,5.5,150.0,0.1405,-0.0679,-0.5638,34.55,0.0872,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,0.5,0.2601,-0.1401,-1.1828,34.1015,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,5.0,0.2565,-0.1379,-1.1648,34.115,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,10.0,0.2525,-0.1354,-1.1448,34.13,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,20.0,0.2445,-0.1304,-1.1048,34.16,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,40.0,0.2285,-0.1204,-1.0248,34.22,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,60.0,0.2125,-0.1104,-0.9448,34.28,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,80.0,0.1965,-0.1004,-0.8648,34.34,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,100.0,0.1805,-0.0904,-0.7848,34.4,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-66.0,6.0,150.0,0.1405,-0.0654,-0.5848,34.55,0.083,0.3,0.8513,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,0.5,0.2505,-0.1539,-1.229,34.1015,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,5.0,0.2469,-0.1517,-1.211,34.115,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,10.0,0.2429,-0.1492,-1.191,34.13,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,20.0,0.2349,-0.1442,-1.151,34.16,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,40.0,0.2189,-0.1342,-1.071,34.22,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,60.0,0.2029,-0.1242,-0.991,34.28,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,80.0,0.1869,-0.1142,-0.911,34.34,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,100.0,0.1709,-0.1042,-0.831,34.4,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.0,150.0,0.1309,-0.0792,-0.631,34.55,0.0738,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,0.5,0.2505,-0.1578,-1.2064,34.1015,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,5.0,0.2469,-0.1555,-1.1884,34.115,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,10.0,0.2429,-0.153,-1.1684,34.13,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,20.0,0.2349,-0.148,-1.1284,34.16,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,40.0,0.2189,-0.138,-1.0484,34.22,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,60.0,0.2029,-0.128,-0.9684,34.28,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,80.0,0.1869,-0.118,-0.8884,34.34,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,100.0,0.1709,-0.108,-0.8084,34.4,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,2.5,150.0,0.1309,-0.083,-0.6084,34.55,0.0783,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,0.5,0.2505,-0.1596,-1.1817,34.1015,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,5.0,0.2469,-0.1574,-1.1637,34.115,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,10.0,0.2429,-0.1549,-1.1437,34.13,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,20.0,0.2349,-0.1499,-1.1037,34.16,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,40.0,0.2189,-0.1399,-1.0237,34.22,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,60.0,0.2029,-0.1299,-0.9437,34.28,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,80.0,0.1869,-0.1199,-0.8637,34.34,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,100.0,0.1709,-0.1099,-0.7837,34.4,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.0,150.0,0.1309,-0.0849,-0.5837,34.55,0.0833,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,0.5,0.2505,-0.1591,-1.161,34.1015,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,5.0,0.2469,-0.1569,-1.143,34.115,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,10.0,0.2429,-0.1544,-1.123,34.13,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,20.0,0.2349,-0.1494,-1.083,34.16,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,40.0,0.2189,-0.1394,-1.003,34.22,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,60.0,0.2029,-0.1294,-0.923,34.28,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,80.0,0.1869,-0.1194,-0.843,34.34,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,100.0,0.1709,-0.1094,-0.763,34.4,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,3.5,150.0,0.1309,-0.0844,-0.563,34.55,0.0874,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,4.0,0.5,0.2505,-0.1563,-1.1494,34.1015,0.0897,0.3,0.8272,0.18,-0.1
2026-01-01 00:00:00,-65.5,4.0,5.0,0.2469,-0.154,-1.1314,34.115,0.0897,0.3,0.8272,0.18,-0.1
