latitude,longitude,valid_time,u10,v10
-65.5,4.5,2026-01-01 02:00:00,10.0981,-2.4853
-65.5,5.0,2026-01-01 02:00:00,9.8077,-2.4853
-65.5,5.5,2026-01-01 02:00:00,9.3046,-2.4853
-65.5,6.0,2026-01-01 02:00:00,8.7119,-2.4853
-65.0,2.0,2026-01-01 02:00:00,8.738,-3.2465
-65.0,2.5,2026-01-01 02:00:00,9.3297,-3.2465
-65.0,3.0,2026-01-01 02:00:00,9.8258,-3.2465
-65.0,3.5,2026-01-01 02:00:00,10.1047,-3.2465
-65.0,4.0,2026-01-01 02:00:00,10.0981,-3.2465
-65.0,4.5,2026-01-01 02:00:00,9.8077,-3.2465
-65.0,5.0,2026-01-01 02:00:00,9.3046,-3.2465
-65.0,5.5,2026-01-01 02:00:00,8.7119,-3.2465
-65.0,6.0,2026-01-01 02:00:00,8.1747,-3.2465
-64.5,2.0,2026-01-01 02:00:00,9.3297,-3.7375
-64.5,2.5,2026-01-01 02:00:00,9.8258,-3.7375
-64.5,3.0,2026-01-01 02:00:00,10.1047,-3.7375
-64.5,3.5,2026-01-01 02:00:00,10.0981,-3.7375
-64.5,4.0,2026-01-01 02:00:00,9.8077,-3.7375
-64.5,4.5,2026-01-01 02:00:00,9.3046,-3.7375
-64.5,5.0,2026-01-01 02:00:00,8.7119,-3.7375
-64.5,5.5,2026-01-01 02:00:00,8.1747,-3.7375
-64.5,6.0,2026-01-01 02:00:00,7.8246,-3.7375
-64.0,2.0,2026-01-01 02:00:00,9.8258,-3.507
-64.0,2.5,2026-01-01 02:00:00,10.1047,-3.507
-64.0,3.0,2026-01-01 02:00:00,10.0981,-3.507
-64.0,3.5,2026-01-01 02:00:00,9.8077,-3.507
-64.0,4.0,2026-01-01 02:00:00,9.3046,-3.507
-64.0,4.5,2026-01-01 02:00:00,8.7119,-3.507
-64.0,5.0,2026-01-01 02:00:00,8.1747,-3.507
-64.0,5.5,2026-01-01 02:00:00,7.8246,-3.507
-64.0,6.0,2026-01-01 02:00:00,7.7473,-3.507
-63.5,2.0,2026-01-01 02:00:00,10.1047,-2.7668
-63.5,2.5,2026-01-01 02:00:00,10.0981,-2.7668
-63.5,3.0,2026-01-01 02:00:00,9.8077,-2.7668
-63.5,3.5,2026-01-01 02:00:00,9.3046,-2.7668
-63.5,4.0,2026-01-01 02:00:00,8.7119,-2.7668
-63.5,4.5,2026-01-01 02:00:00,8.1747,-2.7668
-63.5,5.0,2026-01-01 02:00:00,7.8246,-2.7668
-63.5,5.5,2026-01-01 02:00:00,7.7473,-2.7668
-63.5,6.0,2026-01-01 02:00:00,7.9618,-2.7668
-66.5,2.0,2026-01-01 03:00:00,7.6715,-2.4675
-66.5,2.5,2026-01-01 03:00:00,7.7618,-2.4675
-66.5,3.0,2026-01-01 03:00:00,8.1224,-2.4675
-66.5,3.5,2026-01-01 03:00:00,8.665,-2.4675
-66.5,4.0,2026-01-01 03:00:00,9.2568,-2.4675
-66.5,4.5,2026-01-01 03:00:00,9.7529,-2.4675
-66.5,5.0,2026-01-01 03:00:00,10.0318,-2.4675
-66.5,5.5,2026-01-01 03:00:00,10.0252,-2.4675
-66.5,6.0,2026-01-01 03:00:00,9.7348,-2.4675
-66.0,2.0,2026-01-01 03:00:00,7.7618,-2.0645
-66.0,2.5,2026-01-01 03:00:00,8.1224,-2.0645
-66.0,3.0,2026-01-01 03:00:00,8.665,-2.0645
-66.0,3.5,2026-01-01 03:00:00,9.2568,-2.0645
-66.0,4.0,2026-01-01 03:00:00,9.7529,-2.0645
-66.0,4.5,2026-01-01 03:00:00,10.0318,-2.0645
-66.0,5.0,2026-01-01 03:00:00,10.0252,-2.0645
-66.0,5.5,2026-01-01 03:00:00,9.7348,-2.0645
-66.0,6.0,2026-01-01 03:00:00,9.2316,-2.0645
-65.5,2.0,2026-01-01 03:00:00,8.1224,-2.396
-65.5,2.5,2026-01-01 03:00:00,8.665,-2.396
-65.5,3.0,2026-01-01 03:00:00,9.2568,-2.396
-65.5,3.5,2026-01-01 03:00:00,9.7529,-2.396
-65.5,4.0,2026-01-01 03:00:00,10.0318,-2.396
-65.5,4.5,2026-01-01 03:00:00,10.0252,-2.396
-65.5,5.0,2026-01-01 03:00:00,9.7348,-2.396
-65.5,5.5,2026-01-01 03:00:00,9.2316,-2.396
-65.5,6.0,2026-01-01 03:00:00,8.6389,-2.396
-65.0,2.0,2026-01-01 03:00:00,8.665,-3.1572
-65.0,2.5,2026-01-01 03:00:00,9.2568,-3.1572
-65.0,3.0,2026-01-01 03:00:00,9.7529,-3.1572
-65.0,3.5,2026-01-01 03:00:00,10.0318,-3.1572
-65.0,4.0,2026-01-01 03:00:00,10.0252,-3.1572
-65.0,4.5,2026-01-01 03:00:00,9.7348,-3.1572
-65.0,5.0,2026-01-01 03:00:00,9.2316,-3.1572
-65.0,5.5,2026-01-01 03:00:00,8.6389,-3.1572
-65.0,6.0,2026-01-01 03:00:00,8.1018,-3.1572
-64.5,2.0,2026-01-01 03:00:00,9.2568,-3.6483
-64.5,2.5,2026-01-01 03:00:00,9.7529,-3.6483
-64.5,3.0,2026-01-01 03:00:00,10.0318,-3.6483
-64.5,3.5,2026-01-01 03:00:00,10.0252,-3.6483
-64.5,4.0,2026-01-01 03:00:00,9.7348,-3.6483
-64.5,4.5,2026-01-01 03:00:00,9.2316,-3.6483
-64.5,5.0,2026-01-01 03:00:00,8.6389,-3.6483
-64.5,5.5,2026-01-01 03:00:00,8.1018,-3.6483
-64.5,6.0,2026-01-01 03:00:00,7.7517,-3.6483
-64.0,2.0,2026-01-01 03:00:00,9.7529,-3.4177
-64.0,2.5,2026-01-01 03:00:00,10.0318,-3.4177
-64.0,3.0,2026-01-01 03:00:00,10.0252,-3.4177
-64.0,3.5,2026-01-01 03:00:00,9.7348,-3.4177
-64.0,4.0,2026-01-01 03:00:00,9.2316,-3.4177
-64.0,4.5,2026-01-01 03:00:00,8.6389,-3.4177
-64.0,5.0,2026-01-01 03:00:00,8.1018,-3.4177
-64.0,5.5,2026-01-01 03:00:00,7.7517,-3.4177
-64.0,6.0,2026-01-01 03:00:00,7.6744,-3.4177
-63.5,2.0,2026-01-01 03:00:00,10.0318,-2.6775
-63.5,2.5,2026-01-01 03:00:00,10.0252,-2.6775
-63.5,3.0,2026-01-01 03:00:00,9.7348,-2.6775
-63.5,3.5,2026-01-01 03:00:00,9.2316,-2.6775
-63.5,4.0,2026-01-01 03:00:00,8.6389,-2.6775
-63.5,4.5,2026-01-01 03:00:00,8.1018,-2.6775
-63.5,5.0,2026-01-01 03:00:00,7.7517,-2.6775
-63.5,5.5,2026-01-01 03:00:00,7.6744,-2.6775
-63.5,6.0,2026-01-01 03:00:00,7.8888,-2.6775
-66.5,2.0,2026-01-01 04:00:00,7.5758,-2.4153
-66.5,2.5,2026-01-01 04:00:00,7.6661,-2.4153
-66.5,3.0,2026-01-01 04:00:00,8.0267,-2.4153
-66.5,3.5,2026-01-01 04:00:00,8.5693,-2.4153
-66.5,4.0,2026-01-01 04:00:00,9.1611,-2.4153
-66.5,4.5,2026-01-01 04:00:00,9.6572,-2.4153
-66.5,5.0,2026-01-01 04:00:00,9.9361,-2.4153
-66.5,5.5,2026-01-01 04:00:00,9.9295,-2.4153
-66.5,6.0,2026-01-01 04:00:00,9.6391,-2.4153
-66.0,2.0,2026-01-01 04:00:00,7.6661,-2.0124
-66.0,2.5,2026-01-01 04:00:00,8.0267,-2.0124
-66.0,3.0,2026-01-01 04:00:00,8.5693,-2.0124
-66.0,3.5,2026-01-01 04:00:00,9.1611,-2.0124
-66.0,4.0,2026-01-01 04:00:00,9.6572,-2.0124
-66.0,4.5,2026-01-01 04:00:00,9.9361,-2.0124
-66.0,5.0,2026-01-01 04:00:00,9.9295,-2.0124
-66.0,5.5,2026-01-01 04:00:00,9.6391,-2.0124
-66.0,6.0,2026-01-01 04:00:00,9.1359,-2.0124
-65.5,2.0,2026-01-01 04:00:00,8.0267,-2.3439
-65.5,2.5,2026-01-01 04:00:00,8.5693,-2.3439
-65.5,3.0,2026-01-01 04:00:00,9.1611,-2.3439
-65.5,3.5,2026-01-01 04:00:00,9.6572,-2.3439
-65.5,4.0,2026-01-01 04:00:00,9.9361,-2.3439
-65.5,4.5,2026-01-01 04:00:00,9.9295,-2.3439
-65.5,5.0,2026-01-01 04:00:00,9.6391,-2.3439
-65.5,5.5,2026-01-01 04:00:00,9.1359,-2.3439
-65.5,6.0,2026-01-01 04:00:00,8.5432,-2.3439
-65.0,2.0,2026-01-01 04:00:00,8.5693,-3.1051
-65.0,2.5,2026-01-01 04:00:00,9.1611,-3.1051
-65.0,3.0,2026-01-01 04:00:00,9.6572,-3.1051
-65.0,3.5,2026-01-01 04:00:00,9.9361,-3.1051
-65.0,4.0,2026-01-01 04:00:00,9.9295,-3.1051
-65.0,4.5,2026-01-01 04:00:00,9.6391,-3.1051
-65.0,5.0,2026-01-01 04:00:00,9.1359,-3.1051
-65.0,5.5,2026-01-01 04:00:00,8.5432,-3.1051
-65.0,6.0,2026-01-01 04:00:00,8.0061,-3.1051
-64.5,2.0,2026-01-01 04:00:00,9.1611,-3.5961
-64.5,2.5,2026-01-01 04:00:00,9.6572,-3.5961
-64.5,3.0,2026-01-01 04:00:00,9.9361,-3.5961
-64.5,3.5,2026-01-01 04:00:00,9.9295,-3.5961
-64.5,4.0,2026-01-01 04:00:00,9.6391,-3.5961
-64.5,4.5,2026-01-01 04:00:00,9.1359,-3.5961
-64.5,5.0,2026-01-01 04:00:00,8.5432,-3.5961
-64.5,5.5,2026-01-01 04:00:00,8.0061,-3.5961
-64.5,6.0,2026-01-01 04:00:00,7.656,-3.5961
-64.0,2.0,2026-01-01 04:00:00,9.6572,-3.3655
-64.0,2.5,2026-01-01 04:00:00,9.9361,-3.3655
-64.0,3.0,2026-01-01 04:00:00,9.9295,-3.3655
-64.0,3.5,2026-01-01 04:00:00,9.6391,-3.3655
-64.0,4.0,2026-01-01 04:00:00,9.1359,-3.3655
-64.0,4.5,2026-01-01 04:00:00,8.5432,-3.3655
-64.0,5.0,2026-01-01 04:00:00,8.0061,-3.3655
-64.0,5.5,2026-01-01 04:00:00,7.656,-3.3655
-64.0,6.0,2026-01-01 04:00:00,7.5787,-3.3655
-63.5,2.0,2026-01-01 04:00:00,9.9361,-2.6253
-63.5,2.5,2026-01-01 04:00:00,9.9295,-2.6253
-63.5,3.0,2026-01-01 04:00:00,9.6391,-2.6253
-63.5,3.5,2026-01-01 04:00:00,9.1359,-2.6253
-63.5,4.0,2026-01-01 04:00:00,8.5432,-2.6253
-63.5,4.5,2026-01-01 04:00:00,8.0061,-2.6253
-63.5,5.0,2026-01-01 04:00:00,7.656,-2.6253
-63.5,5.5,2026-01-01 04:00:00,7.5787,-2.6253
-63.5,6.0,2026-01-01 04:00:00,7.7931,-2.6253
-66.5,2.0,2026-01-01 05:00:00,7.4633,-2.4059
-66.5,2.5,2026-01-01 05:00:00,7.5536,-2.4059
-66.5,3.0,2026-01-01 05:00:00,7.9142,-2.4059
-66.5,3.5,2026-01-01 05:00:00,8.4568,-2.4059
-66.5,4.0,2026-01-01 05:00:00,9.0486,-2.4059
-66.5,4.5,2026-01-01 05:00:00,9.5447,-2.4059
-66.5,5.0,2026-01-01 05:00:00,9.8236,-2.4059
-66.5,5.5,2026-01-01 05:00:00,9.817,-2.4059
-66.5,6.0,2026-01-01 05:00:00,9.5266,-2.4059
-66.0,2.0,2026-01-01 05:00:00,7.5536,-2.003
-66.0,2.5,2026-01-01 05:00:00,7.9142,-2.003
-66.0,3.0,2026-01-01 05:00:00,8.4568,-2.003
-66.0,3.5,2026-01-01 05:00:00,9.0486,-2.003
-66.0,4.0,2026-01-01 05:00:00,9.5447,-2.003
-66.0,4.5,2026-01-01 05:00:00,9.8236,-2.003
-66.0,5.0,2026-01-01 05:00:00,9.817,-2.003
-66.0,5.5,2026-01-01 05:00:00,9.5266,-2.003
-66.0,6.0,2026-01-01 05:00:00,9.0234,-2.003
-65.5,2.0,2026-01-01 05:00:00,7.9142,-2.3345
-65.5,2.5,2026-01-01 05:00:00,8.4568,-2.3345
-65.5,3.0,2026-01-01 05:00:00,9.0486,-2.3345
-65.5,3.5,2026-01-01 05:00:00,9.5447,-2.3345
-65.5,4.0,2026-01-01 05:00:00,9.8236,-2.3345
-65.5,4.5,2026-01-01 05:00:00,9.817,-2.3345
-65.5,5.0,2026-01-01 05:00:00,9.5266,-2.3345
-65.5,5.5,2026-01-01 05:00:00,9.0234,-2.3345
-65.5,6.0,2026-01-01 05:00:00,8.4307,-2.3345
-65.0,2.0,2026-01-01 05:00:00,8.4568,-3.0957
-65.0,2.5,2026-01-01 05:00:00,9.0486,-3.0957
-65.0,3.0,2026-01-01 05:00:00,9.5447,-3.0957
-65.0,3.5,2026-01-01 05:00:00,9.8236,-3.0957
-65.0,4.0,2026-01-01 05:00:00,9.817,-3.0957
-65.0,4.5,2026-01-01 05:00:00,9.5266,-3.0957
-65.0,5.0,2026-01-01 05:00:00,9.0234,-3.0957
-65.0,5.5,2026-01-01 05:00:00,8.4307,-3.0957
-65.0,6.0,2026-01-01 05:00:00,7.8936,-3.0957
-64.5,2.0,2026-01-01 05:00:00,9.0486,-3.5867
-64.5,2.5,2026-01-01 05:00:00,9.5447,-3.5867
-64.5,3.0,2026-01-01 05:00:00,9.8236,-3.5867
-64.5,3.5,2026-01-01 05:00:00,9.817,-3.5867
-64.5,4.0,2026-01-01 05:00:00,9.5266,-3.5867
-64.5,4.5,2026-01-01 05:00:00,9.0234,-3.5867
-64.5,5.0,2026-01-01 05:00:00,8.4307,-3.5867
-64.5,5.5,2026-01-01 05:00:00,7.8936,-3.5867
-64.5,6.0,2026-01-01 05:00:00,7.5435,-3.5867
-64.0,2.0,2026-01-01 05:00:00,9.5447,-3.3562
-64.0,2.5,2026-01-01 05:00:00,9.8236,-3.3562
-64.0,3.0,2026-01-01 05:00:00,9.817,-3.3562
-64.0,3.5,2026-01-01 05:00:00,9.5266,-3.3562
-64.0,4.0,2026-01-01 05:00:00,9.0234,-3.3562
-64.0,4.5,2026-01-01 05:00:00,8.4307,-3.3562
-64.0,5.0,2026-01-01 05:00:00,7.8936,-3.3562
-64.0,5.5,2026-01-01 05:00:00,7.5435,-3.3562
-64.0,6.0,2026-01-01 05:00:00,7.4662,-3.3562
-63.5,2.0,2026-01-01 05:00:00,9.8236,-2.6159
-63.5,2.5,2026-01-01 05:00:00,9.817,-2.6159
-63.5,3.0,2026-01-01 05:00:00,9.5266,-2.6159
-63.5,3.5,2026-01-01 05:00:00,9.0234,-2.6159
-63.5,4.0,2026-01-01 05:00:00,8.4307,-2.6159
-63.5,4.5,2026-01-01 05:00:00,7.8936,-2.6159
-63.5,5.0,2026-01-01 05:00:00,7.5435,-2.6159
-63.5,5.5,2026-01-01 05:00:00,7.4662,-2.6159
-63.5,6.0,2026-01-01 05:00:00,7.6806,-2.6159
-66.5,2.0,2026-01-01 06:00:00,7.3411,-2.4404
-66.5,2.5,2026-01-01 06:00:00,7.4313,-2.4404
-66.5,3.0,2026-01-01 06:00:00,7.7919,-2.4404
-66.5,3.5,2026-01-01 06:00:00,8.3345,-2.4404
-66.5,4.0,2026-01-01 06:00:00,8.9263,-2.4404
-66.5,4.5,2026-01-01 06:00:00,9.4224,-2.4404
-66.5,5.0,2026-01-01 06:00:00,9.7013,-2.4404
-66.5,5.5,2026-01-01 06:00:00,9.6947,-2.4404
-66.5,6.0,2026-01-01 06:00:00,9.4043,-2.4404
-66.0,2.0,2026-01-01 06:00:00,7.4313,-2.0374
-66.0,2.5,2026-01-01 06:00:00,7.7919,-2.0374
-66.0,3.0,2026-01-01 06:00:00,8.3345,-2.0374
-66.0,3.5,2026-01-01 06:00:00,8.9263,-2.0374
-66.0,4.0,2026-01-01 06:00:00,9.4224,-2.0374
-66.0,4.5,2026-01-01 06:00:00,9.7013,-2.0374
-66.0,5.0,2026-01-01 06:00:00,9.6947,-2.0374
-66.0,5.5,2026-01-01 06:00:00,9.4043,-2.0374
-66.0,6.0,2026-01-01 06:00:00,8.9011,-2.0374
-65.5,2.0,2026-01-01 06:00:00,7.7919,-2.3689
-65.5,2.5,2026-01-01 06:00:00,8.3345,-2.3689
-65.5,3.0,2026-01-01 06:00:00,8.9263,-2.3689
-65.5,3.5,2026-01-01 06:00:00,9.4224,-2.3689
-65.5,4.0,2026-01-01 06:00:00,9.7013,-2.3689
-65.5,4.5,2026-01-01 06:00:00,9.6947,-2.3689
-65.5,5.0,2026-01-01 06:00:00,9.4043,-2.3689
-65.5,5.5,2026-01-01 06:00:00,8.9011,-2.3689
-65.5,6.0,2026-01-01 06:00:00,8.3084,-2.3689
-65.0,2.0,2026-01-01 06:00:00,8.3345,-3.1301
-65.0,2.5,2026-01-01 06:00:00,8.9263,-3.1301
-65.0,3.0,2026-01-01 06:00:00,9.4224,-3.1301
-65.0,3.5,2026-01-01 06:00:00,9.7013,-3.1301
-65.0,4.0,2026-01-01 06:00:00,9.6947,-3.1301
-65.0,4.5,2026-01-01 06:00:00,9.4043,-3.1301
-65.0,5.0,2026-01-01 06:00:00,8.9011,-3.1301
-65.0,5.5,2026-01-01 06:00:00,8.3084,-3.1301
-65.0,6.0,2026-01-01 06:00:00,7.7713,-3.1301
-64.5,2.0,2026-01-01 06:00:00,8.9263,-3.6212
-64.5,2.5,2026-01-01 06:00:00,9.4224,-3.6212
-64.5,3.0,2026-01-01 06:00:00,9.7013,-3.6212
-64.5,3.5,2026-01-01 06:00:00,9.6947,-3.6212
-64.5,4.0,2026-01-01 06:00:00,9.4043,-3.6212
-64.5,4.5,2026-01-01 06:00:00,8.9011,-3.6212
-64.5,5.0,2026-01-01 06:00:00,8.3084,-3.6212
-64.5,5.5,2026-01-01 06:00:00,7.7713,-3.6212
-64.5,6.0,2026-01-01 06:00:00,7.4212,-3.6212
-64.0,2.0,2026-01-01 06:00:00,9.4224,-3.3906
-64.0,2.5,2026-01-01 06:00:00,9.7013,-3.3906
