latitude,longitude,valid_time,u10,v10
-64.0,9.0,2026-01-01 00:00:00,10.1997,-3.7543
-64.0,9.5,2026-01-01 00:00:00,10.0656,-3.7543
-64.0,10.0,2026-01-01 00:00:00,9.6705,-3.7543
-64.0,10.5,2026-01-01 00:00:00,9.1113,-3.7543
-64.0,11.0,2026-01-01 00:00:00,8.5249,-3.7543
-64.0,11.5,2026-01-01 00:00:00,8.0548,-3.7543
-64.0,12.0,2026-01-01 00:00:00,7.816,-3.7543
-63.5,8.0,2026-01-01 00:00:00,10.0401,-3.0141
-63.5,8.5,2026-01-01 00:00:00,10.1997,-3.0141
-63.5,9.0,2026-01-01 00:00:00,10.0656,-3.0141
-63.5,9.5,2026-01-01 00:00:00,9.6705,-3.0141
-63.5,10.0,2026-01-01 00:00:00,9.1113,-3.0141
-63.5,10.5,2026-01-01 00:00:00,8.5249,-3.0141
-63.5,11.0,2026-01-01 00:00:00,8.0548,-3.0141
-63.5,11.5,2026-01-01 00:00:00,7.816,-3.0141
-63.5,12.0,2026-01-01 00:00:00,7.8672,-3.0141
-66.5,8.0,2026-01-01 01:00:00,7.8703,-2.6732
-66.5,8.5,2026-01-01 01:00:00,7.793,-2.6732
-66.5,9.0,2026-01-01 01:00:00,8.0074,-2.6732
-66.5,9.5,2026-01-01 01:00:00,8.4611,-2.6732
-66.5,10.0,2026-01-01 01:00:00,9.0428,-2.6732
-66.5,10.5,2026-01-01 01:00:00,9.6103,-2.6732
-66.5,11.0,2026-01-01 01:00:00,10.0246,-2.6732
-66.5,11.5,2026-01-01 01:00:00,10.1842,-2.6732
-66.5,12.0,2026-01-01 01:00:00,10.05,-2.6732
-66.0,8.0,2026-01-01 01:00:00,7.793,-2.2703
-66.0,8.5,2026-01-01 01:00:00,8.0074,-2.2703
-66.0,9.0,2026-01-01 01:00:00,8.4611,-2.2703
-66.0,9.5,2026-01-01 01:00:00,9.0428,-2.2703
-66.0,10.0,2026-01-01 01:00:00,9.6103,-2.2703
-66.0,10.5,2026-01-01 01:00:00,10.0246,-2.2703
-66.0,11.0,2026-01-01 01:00:00,10.1842,-2.2703
-66.0,11.5,2026-01-01 01:00:00,10.05,-2.2703
-66.0,12.0,2026-01-01 01:00:00,9.655,-2.2703
-65.5,8.0,2026-01-01 01:00:00,8.0074,-2.6018
-65.5,8.5,2026-01-01 01:00:00,8.4611,-2.6018
-65.5,9.0,2026-01-01 01:00:00,9.0428,-2.6018
-65.5,9.5,2026-01-01 01:00:00,9.6103,-2.6018
-65.5,10.0,2026-01-01 01:00:00,10.0246,-2.6018
-65.5,10.5,2026-01-01 01:00:00,10.1842,-2.6018
-65.5,11.0,2026-01-01 01:00:00,10.05,-2.6018
-65.5,11.5,2026-01-01 01:00:00,9.655,-2.6018
-65.5,12.0,2026-01-01 01:00:00,9.0958,-2.6018
-65.0,8.0,2026-01-01 01:00:00,8.4611,-3.363
-65.0,8.5,2026-01-01 01:00:00,9.0428,-3.363
-65.0,9.0,2026-01-01 01:00:00,9.6103,-3.363
-65.0,9.5,2026-01-01 01:00:00,10.0246,-3.363
-65.0,10.0,2026-01-01 01:00:00,10.1842,-3.363
-65.0,10.5,2026-01-01 01:00:00,10.05,-3.363
-65.0,11.0,2026-01-01 01:00:00,9.655,-3.363
-65.0,11.5,2026-01-01 01:00:00,9.0958,-3.363
-65.0,12.0,2026-01-01 01:00:00,8.5093,-3.363
-64.5,8.0,2026-01-01 01:00:00,9.0428,-3.854
-64.5,8.5,2026-01-01 01:00:00,9.6103,-3.854
-64.5,9.0,2026-01-01 01:00:00,10.0246,-3.854
-64.5,9.5,2026-01-01 01:00:00,10.1842,-3.854
-64.5,10.0,2026-01-01 01:00:00,10.05,-3.854
-64.5,10.5,2026-01-01 01:00:00,9.655,-3.854
-64.5,11.0,2026-01-01 01:00:00,9.0958,-3.854
-64.5,11.5,2026-01-01 01:00:00,8.5093,-3.854
-64.5,12.0,2026-01-01 01:00:00,8.0392,-3.854
-64.0,8.0,2026-01-01 01:00:00,9.6103,-3.6234
-64.0,8.5,2026-01-01 01:00:00,10.0246,-3.6234
-64.0,9.0,2026-01-01 01:00:00,10.1842,-3.6234
-64.0,9.5,2026-01-01 01:00:00,10.05,-3.6234
-64.0,10.0,2026-01-01 01:00:00,9.655,-3.6234
-64.0,10.5,2026-01-01 01:00:00,9.0958,-3.6234
-64.0,11.0,2026-01-01 01:00:00,8.5093,-3.6234
-64.0,11.5,2026-01-01 01:00:00,8.0392,-3.6234
-64.0,12.0,2026-01-01 01:00:00,7.8005,-3.6234
-63.5,8.0,2026-01-01 01:00:00,10.0246,-2.8832
-63.5,8.5,2026-01-01 01:00:00,10.1842,-2.8832
-63.5,9.0,2026-01-01 01:00:00,10.05,-2.8832
-63.5,9.5,2026-01-01 01:00:00,9.655,-2.8832
-63.5,10.0,2026-01-01 01:00:00,9.0958,-2.8832
-63.5,10.5,2026-01-01 01:00:00,8.5093,-2.8832
-63.5,11.0,2026-01-01 01:00:00,8.0392,-2.8832
-63.5,11.5,2026-01-01 01:00:00,7.8005,-2.8832
-63.5,12.0,2026-01-01 01:00:00,7.8517,-2.8832
-66.5,8.0,2026-01-01 02:00:00,7.8246,-2.5568
-66.5,8.5,2026-01-01 02:00:00,7.7473,-2.5568
-66.5,9.0,2026-01-01 02:00:00,7.9618,-2.5568
-66.5,9.5,2026-01-01 02:00:00,8.4154,-2.5568
-66.5,10.0,2026-01-01 02:00:00,8.9972,-2.5568
-66.5,10.5,2026-01-01 02:00:00,9.5647,-2.5568
-66.5,11.0,2026-01-01 02:00:00,9.9789,-2.5568
-66.5,11.5,2026-01-01 02:00:00,10.1385,-2.5568
-66.5,12.0,2026-01-01 02:00:00,10.0044,-2.5568
-66.0,8.0,2026-01-01 02:00:00,7.7473,-2.1538
-66.0,8.5,2026-01-01 02:00:00,7.9618,-2.1538
-66.0,9.0,2026-01-01 02:00:00,8.4154,-2.1538
-66.0,9.5,2026-01-01 02:00:00,8.9972,-2.1538
-66.0,10.0,2026-01-01 02:00:00,9.5647,-2.1538
-66.0,10.5,2026-01-01 02:00:00,9.9789,-2.1538
-66.0,11.0,2026-01-01 02:00:00,10.1385,-2.1538
-66.0,11.5,2026-01-01 02:00:00,10.0044,-2.1538
-66.0,12.0,2026-01-01 02:00:00,9.6093,-2.1538
-65.5,8.0,2026-01-01 02:00:00,7.9618,-2.4853
-65.5,8.5,2026-01-01 02:00:00,8.4154,-2.4853
-65.5,9.0,2026-01-01 02:00:00,8.9972,-2.4853
-65.5,9.5,2026-01-01 02:00:00,9.5647,-2.4853
-65.5,10.0,2026-01-01 02:00:00,9.9789,-2.4853
-65.5,10.5,2026-01-01 02:00:00,10.1385,-2.4853
-65.5,11.0,2026-01-01 02:00:00,10.0044,-2.4853
-65.5,11.5,2026-01-01 02:00:00,9.6093,-2.4853
-65.5,12.0,2026-01-01 02:00:00,9.0501,-2.4853
-65.0,8.0,2026-01-01 02:00:00,8.4154,-3.2465
-65.0,8.5,2026-01-01 02:00:00,8.9972,-3.2465
-65.0,9.0,2026-01-01 02:00:00,9.5647,-3.2465
-65.0,9.5,2026-01-01 02:00:00,9.9789,-3.2465
-65.0,10.0,2026-01-01 02:00:00,10.1385,-3.2465
-65.0,10.5,2026-01-01 02:00:00,10.0044,-3.2465
-65.0,11.0,2026-01-01 02:00:00,9.6093,-3.2465
-65.0,11.5,2026-01-01 02:00:00,9.0501,-3.2465
-65.0,12.0,2026-01-01 02:00:00,8.4637,-3.2465
-64.5,8.0,2026-01-01 02:00:00,8.9972,-3.7375
-64.5,8.5,2026-01-01 02:00:00,9.5647,-3.7375
-64.5,9.0,2026-01-01 02:00:00,9.9789,-3.7375
-64.5,9.5,2026-01-01 02:00:00,10.1385,-3.7375
-64.5,10.0,2026-01-01 02:00:00,10.0044,-3.7375
-64.5,10.5,2026-01-01 02:00:00,9.6093,-3.7375
-64.5,11.0,2026-01-01 02:00:00,9.0501,-3.7375
-64.5,11.5,2026-01-01 02:00:00,8.4637,-3.7375
-64.5,12.0,2026-01-01 02:00:00,7.9935,-3.7375
-64.0,8.0,2026-01-01 02:00:00,9.5647,-3.507
-64.0,8.5,2026-01-01 02:00:00,9.9789,-3.507
-64.0,9.0,2026-01-01 02:00:00,10.1385,-3.507
-64.0,9.5,2026-01-01 02:00:00,10.0044,-3.507
-64.0,10.0,2026-01-01 02:00:00,9.6093,-3.507
-64.0,10.5,2026-01-01 02:00:00,9.0501,-3.507
-64.0,11.0,2026-01-01 02:00:00,8.4637,-3.507
-64.0,11.5,2026-01-01 02:00:00,7.9935,-3.507
-64.0,12.0,2026-01-01 02:00:00,7.7548,-3.507
-63.5,8.0,2026-01-01 02:00:00,9.9789,-2.7668
-63.5,8.5,2026-01-01 02:00:00,10.1385,-2.7668
-63.5,9.0,2026-01-01 02:00:00,10.0044,-2.7668
-63.5,9.5,2026-01-01 02:00:00,9.6093,-2.7668
-63.5,10.0,2026-01-01 02:00:00,9.0501,-2.7668
-63.5,10.5,2026-01-01 02:00:00,8.4637,-2.7668
-63.5,11.0,2026-01-01 02:00:00,7.9935,-2.7668
-63.5,11.5,2026-01-01 02:00:00,7.7548,-2.7668
-63.5,12.0,2026-01-01 02:00:00,7.806,-2.7668
-66.5,8.0,2026-01-01 03:00:00,7.7517,-2.4675
-66.5,8.5,2026-01-01 03:00:00,7.6744,-2.4675
-66.5,9.0,2026-01-01 03:00:00,7.8888,-2.4675
-66.5,9.5,2026-01-01 03:00:00,8.3424,-2.4675
-66.5,10.0,2026-01-01 03:00:00,8.9242,-2.4675
-66.5,10.5,2026-01-01 03:00:00,9.4917,-2.4675
-66.5,11.0,2026-01-01 03:00:00,9.906,-2.4675
-66.5,11.5,2026-01-01 03:00:00,10.0656,-2.4675
-66.5,12.0,2026-01-01 03:00:00,9.9314,-2.4675
-66.0,8.0,2026-01-01 03:00:00,7.6744,-2.0645
-66.0,8.5,2026-01-01 03:00:00,7.8888,-2.0645
-66.0,9.0,2026-01-01 03:00:00,8.3424,-2.0645
-66.0,9.5,2026-01-01 03:00:00,8.9242,-2.0645
-66.0,10.0,2026-01-01 03:00:00,9.4917,-2.0645
-66.0,10.5,2026-01-01 03:00:00,9.906,-2.0645
-66.0,11.0,2026-01-01 03:00:00,10.0656,-2.0645
-66.0,11.5,2026-01-01 03:00:00,9.9314,-2.0645
-66.0,12.0,2026-01-01 03:00:00,9.5364,-2.0645
-65.5,8.0,2026-01-01 03:00:00,7.8888,-2.396
-65.5,8.5,2026-01-01 03:00:00,8.3424,-2.396
-65.5,9.0,2026-01-01 03:00:00,8.9242,-2.396
-65.5,9.5,2026-01-01 03:00:00,9.4917,-2.396
-65.5,10.0,2026-01-01 03:00:00,9.906,-2.396
-65.5,10.5,2026-01-01 03:00:00,10.0656,-2.396
-65.5,11.0,2026-01-01 03:00:00,9.9314,-2.396
-65.5,11.5,2026-01-01 03:00:00,9.5364,-2.396
-65.5,12.0,2026-01-01 03:00:00,8.9772,-2.396
-65.0,8.0,2026-01-01 03:00:00,8.3424,-3.1572
-65.0,8.5,2026-01-01 03:00:00,8.9242,-3.1572
-65.0,9.0,2026-01-01 03:00:00,9.4917,-3.1572
-65.0,9.5,2026-01-01 03:00:00,9.906,-3.1572
-65.0,10.0,2026-01-01 03:00:00,10.0656,-3.1572
-65.0,10.5,2026-01-01 03:00:00,9.9314,-3.1572
-65.0,11.0,2026-01-01 03:00:00,9.5364,-3.1572
-65.0,11.5,2026-01-01 03:00:00,8.9772,-3.1572
-65.0,12.0,2026-01-01 03:00:00,8.3907,-3.1572
-64.5,8.0,2026-01-01 03:00:00,8.9242,-3.6483
-64.5,8.5,2026-01-01 03:00:00,9.4917,-3.6483
-64.5,9.0,2026-01-01 03:00:00,9.906,-3.6483
-64.5,9.5,2026-01-01 03:00:00,10.0656,-3.6483
-64.5,10.0,2026-01-01 03:00:00,9.9314,-3.6483
-64.5,10.5,2026-01-01 03:00:00,9.5364,-3.6483
-64.5,11.0,2026-01-01 03:00:00,8.9772,-3.6483
-64.5,11.5,2026-01-01 03:00:00,8.3907,-3.6483
-64.5,12.0,2026-01-01 03:00:00,7.9206,-3.6483
-64.0,8.0,2026-01-01 03:00:00,9.4917,-3.4177
-64.0,8.5,2026-01-01 03:00:00,9.906,-3.4177
-64.0,9.0,2026-01-01 03:00:00,10.0656,-3.4177
-64.0,9.5,2026-01-01 03:00:00,9.9314,-3.4177
-64.0,10.0,2026-01-01 03:00:00,9.5364,-3.4177
-64.0,10.5,2026-01-01 03:00:00,8.9772,-3.4177
-64.0,11.0,2026-01-01 03:00:00,8.3907,-3.4177
-64.0,11.5,2026-01-01 03:00:00,7.9206,-3.4177
-64.0,12.0,2026-01-01 03:00:00,7.6819,-3.4177
-63.5,8.0,2026-01-01 03:00:00,9.906,-2.6775
-63.5,8.5,2026-01-01 03:00:00,10.0656,-2.6775
-63.5,9.0,2026-01-01 03:00:00,9.9314,-2.6775
-63.5,9.5,2026-01-01 03:00:00,9.5364,-2.6775
-63.5,10.0,2026-01-01 03:00:00,8.9772,-2.6775
-63.5,10.5,2026-01-01 03:00:00,8.3907,-2.6775
-63.5,11.0,2026-01-01 03:00:00,7.9206,-2.6775
-63.5,11.5,2026-01-01 03:00:00,7.6819,-2.6775
-63.5,12.0,2026-01-01 03:00:00,7.7331,-2.6775
-66.5,8.0,2026-01-01 04:00:00,7.656,-2.4153
-66.5,8.5,2026-01-01 04:00:00,7.5787,-2.4153
-66.5,9.0,2026-01-01 04:00:00,7.7931,-2.4153
-66.5,9.5,2026-01-01 04:00:00,8.2468,-2.4153
-66.5,10.0,2026-01-01 04:00:00,8.8285,-2.4153
-66.5,10.5,2026-01-01 04:00:00,9.396,-2.4153
-66.5,11.0,2026-01-01 04:00:00,9.8103,-2.4153
-66.5,11.5,2026-01-01 04:00:00,9.9699,-2.4153
-66.5,12.0,2026-01-01 04:00:00,9.8357,-2.4153
-66.0,8.0,2026-01-01 04:00:00,7.5787,-2.0124
-66.0,8.5,2026-01-01 04:00:00,7.7931,-2.0124
-66.0,9.0,2026-01-01 04:00:00,8.2468,-2.0124
-66.0,9.5,2026-01-01 04:00:00,8.8285,-2.0124
-66.0,10.0,2026-01-01 04:00:00,9.396,-2.0124
-66.0,10.5,2026-01-01 04:00:00,9.8103,-2.0124
-66.0,11.0,2026-01-01 04:00:00,9.9699,-2.0124
-66.0,11.5,2026-01-01 04:00:00,9.8357,-2.0124
-66.0,12.0,2026-01-01 04:00:00,9.4407,-2.0124
-65.5,8.0,2026-01-01 04:00:00,7.7931,-2.3439
-65.5,8.5,2026-01-01 04:00:00,8.2468,-2.3439
-65.5,9.0,2026-01-01 04:00:00,8.8285,-2.3439
-65.5,9.5,2026-01-01 04:00:00,9.396,-2.3439
-65.5,10.0,2026-01-01 04:00:00,9.8103,-2.3439
-65.5,10.5,2026-01-01 04:00:00,9.9699,-2.3439
-65.5,11.0,2026-01-01 04:00:00,9.8357,-2.3439
-65.5,11.5,2026-01-01 04:00:00,9.4407,-2.3439
-65.5,12.0,2026-01-01 04:00:00,8.8815,-2.3439
-65.0,8.0,2026-01-01 04:00:00,8.2468,-3.1051
-65.0,8.5,2026-01-01 04:00:00,8.8285,-3.1051
-65.0,9.0,2026-01-01 04:00:00,9.396,-3.1051
-65.0,9.5,2026-01-01 04:00:00,9.8103,-3.1051
-65.0,10.0,2026-01-01 04:00:00,9.9699,-3.1051
-65.0,10.5,2026-01-01 04:00:00,9.8357,-3.1051
-65.0,11.0,2026-01-01 04:00:00,9.4407,-3.1051
-65.0,11.5,2026-01-01 04:00:00,8.8815,-3.1051
-65.0,12.0,2026-01-01 04:00:00,8.295,-3.1051
-64.5,8.0,2026-01-01 04:00:00,8.8285,-3.5961
-64.5,8.5,2026-01-01 04:00:00,9.396,-3.5961
-64.5,9.0,2026-01-01 04:00:00,9.8103,-3.5961
-64.5,9.5,2026-01-01 04:00:00,9.9699,-3.5961
-64.5,10.0,2026-01-01 04:00:00,9.8357,-3.5961
-64.5,10.5,2026-01-01 04:00:00,9.4407,-3.5961
-64.5,11.0,2026-01-01 04:00:00,8.8815,-3.5961
-64.5,11.5,2026-01-01 04:00:00,8.295,-3.5961
-64.5,12.0,2026-01-01 04:00:00,7.8249,-3.5961
-64.0,8.0,2026-01-01 04:00:00,9.396,-3.3655
-64.0,8.5,2026-01-01 04:00:00,9.8103,-3.3655
-64.0,9.0,2026-01-01 04:00:00,9.9699,-3.3655
-64.0,9.5,2026-01-01 04:00:00,9.8357,-3.3655
-64.0,10.0,2026-01-01 04:00:00,9.4407,-3.3655
-64.0,10.5,2026-01-01 04:00:00,8.8815,-3.3655
-64.0,11.0,2026-01-01 04:00:00,8.295,-3.3655
-64.0,11.5,2026-01-01 04:00:00,7.8249,-3.3655
-64.0,12.0,2026-01-01 04:00:00,7.5862,-3.3655
-63.5,8.0,2026-01-01 04:00:00,9.8103,-2.6253
-63.5,8.5,2026-01-01 04:00:00,9.9699,-2.6253
-63.5,9.0,2026-01-01 04:00:00,9.8357,-2.6253
-63.5,9.5,2026-01-01 04:00:00,9.4407,-2.6253
-63.5,10.0,2026-01-01 04:00:00,8.8815,-2.6253
-63.5,10.5,2026-01-01 04:00:00,8.295,-2.6253
-63.5,11.0,2026-01-01 04:00:00,7.8249,-2.6253
-63.5,11.5,2026-01-01 04:00:00,7.5862,-2.6253
-63.5,12.0,2026-01-01 04:00:00,7.6374,-2.6253
-66.5,8.0,2026-01-01 05:00:00,7.5435,-2.4059
-66.5,8.5,2026-01-01 05:00:00,7.4662,-2.4059
-66.5,9.0,2026-01-01 05:00:00,7.6806,-2.4059
-66.5,9.5,2026-01-01 05:00:00,8.1343,-2.4059
-66.5,10.0,2026-01-01 05:00:00,8.716,-2.4059
-66.5,10.5,2026-01-01 05:00:00,9.2835,-2.4059
-66.5,11.0,2026-01-01 05:00:00,9.6978,-2.4059
-66.5,11.5,2026-01-01 05:00:00,9.8574,-2.4059
-66.5,12.0,2026-01-01 05:00:00,9.7232,-2.4059
-66.0,8.0,2026-01-01 05:00:00,7.4662,-2.003
-66.0,8.5,2026-01-01 05:00:00,7.6806,-2.003
-66.0,9.0,2026-01-01 05:00:00,8.1343,-2.003
-66.0,9.5,2026-01-01 05:00:00,8.716,-2.003
-66.0,10.0,2026-01-01 05:00:00,9.2835,-2.003
-66.0,10.5,2026-01-01 05:00:00,9.6978,-2.003
-66.0,11.0,2026-01-01 05:00:00,9.8574,-2.003
-66.0,11.5,2026-01-01 05:00:00,9.7232,-2.003
-66.0,12.0,2026-01-01 05:00:00,9.3282,-2.003
-65.5,8.0,2026-01-01 05:00:00,7.6806,-2.3345
-65.5,8.5,2026-01-01 05:00:00,8.1343,-2.3345
-65.5,9.0,2026-01-01 05:00:00,8.716,-2.3345
-65.5,9.5,2026-01-01 05:00:00,9.2835,-2.3345
-65.5,10.0,2026-01-01 05:00:00,9.6978,-2.3345
-65.5,10.5,2026-01-01 05:00:00,9.8574,-2.3345
-65.5,11.0,2026-01-01 05:00:00,9.7232,-2.3345
-65.5,11.5,2026-01-01 05:00:00,9.3282,-2.3345
-65.5,12.0,2026-01-01 05:00:00,8.769,-2.3345
-65.0,8.0,2026-01-01 05:00:00,8.1343,-3.0957
-65.0,8.5,2026-01-01 05:00:00,8.716,-3.0957
-65.0,9.0,2026-01-01 05:00:00,9.2835,-3.0957
-65.0,9.5,2026-01-01 05:00:00,9.6978,-3.0957
-65.0,10.0,2026-01-01 05:00:00,9.8574,-3.0957
-65.0,10.5,2026-01-01 05:00:00,9.7232,-3.0957
-65.0,11.0,2026-01-01 05:00:00,9.3282,-3.0957
-65.0,11.5,2026-01-01 05:00:00,8.769,-3.0957
-65.0,12.0,2026-01-01 05:00:00,8.1826,-3.0957
-64.5,8.0,2026-01-01 05:00:00,8.716,-3.5867
-64.5,8.5,2026-01-01 05:00:00,9.2835,-3.5867
-64.5,9.0,2026-01-01 05:00:00,9.6978,-3.5867
-64.5,9.5,2026-01-01 05:00:00,9.8574,-3.5867
-64.5,10.0,2026-01-01 05:00:00,9.7232,-3.5867
-64.5,10.5,2026-01-01 05:00:00,9.3282,-3.5867
-64.5,11.0,2026-01-01 05:00:00,8.769,-3.5867
-64.5,11.5,2026-01-01 05:00:00,8.1826,-3.5867
-64.5,12.0,2026-01-01 05:00:00,7.7124,-3.5867
-64.0,8.0,2026-01-01 05:00:00,9.2835,-3.3562
-64.0,8.5,2026-01-01 05:00:00,9.6978,-3.3562
-64.0,9.0,2026-01-01 05:00:00,9.8574,-3.3562
-64.0,9.5,2026-01-01 05:00:00,9.7232,-3.3562
-64.0,10.0,2026-01-01 05:00:00,9.3282,-3.3562
-64.0,10.5,2026-01-01 05:00:00,8.769,-3.3562
-64.0,11.0,2026-01-01 05:00:00,8.1826,-3.3562
-64.0,11.5,2026-01-01 05:00:00,7.7124,-3.3562
-64.0,12.0,2026-01-01 05:00:00,7.4737,-3.3562
-63.5,8.0,2026-01-01 05:00:00,9.6978,-2.6159
-63.5,8.5,2026-01-01 05:00:00,9.8574,-2.6159
-63.5,9.0,2026-01-01 05:00:00,9.7232,-2.6159
-63.5,9.5,2026-01-01 05:00:00,9.3282,-2.6159
-63.5,10.0,2026-01-01 05:00:00,8.769,-2.6159
-63.5,10.5,2026-01-01 05:00:00,8.1826,-2.6159
-63.5,11.0,2026-01-01 05:00:00,7.7124,-2.6159
-63.5,11.5,2026-01-01 05:00:00,7.4737,-2.6159
-63.5,12.0,2026-01-01 05:00:00,7.5249,-2.6159
-66.5,8.0,2026-01-01 06:00:00,7.4212,-2.4404
-66.5,8.5,2026-01-01 06:00:00,7.3439,-2.4404
-66.5,9.0,2026-01-01 06:00:00,7.5583,-2.4404
-66.5,9.5,2026-01-01 06:00:00,8.012,-2.4404
-66.5,10.0,2026-01-01 06:00:00,8.5937,-2.4404
-66.5,10.5,2026-01-01 06:00:00,9.1612,-2.4404
-66.5,11.0,2026-01-01 06:00:00,9.5755,-2.4404
-66.5,11.5,2026-01-01 06:00:00,9.7351,-2.4404
-66.5,12.0,2026-01-01 06:00:00,9.6009,-2.4404
-66.0,8.0,2026-01-01 06:00:00,7.3439,-2.0374
-66.0,8.5,2026-01-01 06:00:00,7.5583,-2.0374
-66.0,9.0,2026-01-01 06:00:00,8.012,-2.0374
-66.0,9.5,2026-01-01 06:00:00,8.5937,-2.0374
-66.0,10.0,2026-01-01 06:00:00,9.1612,-2.0374
-66.0,10.5,2026-01-01 06:00:00,9.5755,-2.0374
-66.0,11.0,2026-01-01 06:00:00,9.7351,-2.0374
-66.0,11.5,2026-01-01 06:00:00,9.6009,-2.0374
-66.0,12.0,2026-01-01 06:00:00,9.2059,-2.0374
-65.5,8.0,2026-01-01 06:00:00,7.5583,-2.3689
-65.5,8.5,2026-01-01 06:00:00,8.012,-2.3689
-65.5,9.0,2026-01-01 06:00:00,8.5937,-2.3689
-65.5,9.5,2026-01-01 06:00:00,9.1612,-2.3689
-65.5,10.0,2026-01-01 06:00:00,9.5755,-2.3689
-65.5,10.5,2026-01-01 06:00:00,9.7351,-2.3689
-65.5,11.0,2026-01-01 06:00:00,9.6009,-2.3689
-65.5,11.5,2026-01-01 06:00:00,9.2059,-2.3689
-65.5,12.0,2026-01-01 06:00:00,8.6467,-2.3689
-65.0,8.0,2026-01-01 06:00:00,8.012,-3.1301
-65.0,8.5,2026-01-01 06:00:00,8.5937,-3.1301
-65.0,9.0,2026-01-01 06:00:00,9.1612,-3.1301
-65.0,9.5,2026-01-01 06:00:00,9.5755,-3.1301
-65.0,10.0,2026-01-01 06:00:00,9.7351,-3.1301
-65.0,10.5,2026-01-01 06:00:00,9.6009,-3.1301
-65.0,11.0,2026-01-01 06:00:00,9.2059,-3.1301
-65.0,11.5,2026-01-01 06:00:00,8.6467,-3.1301
-65.0,12.0,2026-01-01 06:00:00,8.0603,-3.1301
-64.5,8.0,2026-01-01 06:00:00,8.5937,-3.6212
-64.5,8.5,2026-01-01 06:00:00,9.1612,-3.6212
-64.5,9.0,2026-01-01 06:00:00,9.5755,-3.6212
-64.5,9.5,2026-01-01 06:00:00,9.7351,-3.6212
-64.5,10.0,2026-01-01 06:00:00,9.6009,-3.6212
-64.5,10.5,2026-01-01 06:00:00,9.2059,-3.6212
-64.5,11.0,2026-01-01 06:00:00,8.6467,-3.6212
-64.5,11.5,2026-01-01 06:00:00,8.0603,-3.6212
-64.5,12.0,2026-01-01 06:00:00,7.5901,-3.6212
-64.0,8.0,2026-01-01 06:00:00,9.1612,-3.3906
-64.0,8.5,2026-01-01 06:00:00,9.5755,-3.3906
-64.0,9.0,2026-01-01 06:00:00,9.7351,-3.3906
