latitude,longitude,valid_time,u10,v10
-66.5,17.0,2026-01-01 01:00:00,9.8159,-2.6732
-66.5,17.5,2026-01-01 01:00:00,10.129,-2.6732
-66.5,18.0,2026-01-01 01:00:00,10.1618,-2.6732
-66.0,14.0,2026-01-01 01:00:00,7.8005,-2.2703
-66.0,14.5,2026-01-01 01:00:00,7.8517,-2.2703
-66.0,15.0,2026-01-01 01:00:00,8.1802,-2.2703
-66.0,15.5,2026-01-01 01:00:00,8.7056,-2.2703
-66.0,16.0,2026-01-01 01:00:00,9.2993,-2.2703
-66.0,16.5,2026-01-01 01:00:00,9.8159,-2.2703
-66.0,17.0,2026-01-01 01:00:00,10.129,-2.2703
-66.0,17.5,2026-01-01 01:00:00,10.1618,-2.2703
-66.0,18.0,2026-01-01 01:00:00,9.9064,-2.2703
-65.5,14.0,2026-01-01 01:00:00,7.8517,-2.6018
-65.5,14.5,2026-01-01 01:00:00,8.1802,-2.6018
-65.5,15.0,2026-01-01 01:00:00,8.7056,-2.6018
-65.5,15.5,2026-01-01 01:00:00,9.2993,-2.6018
-65.5,16.0,2026-01-01 01:00:00,9.8159,-2.6018
-65.5,16.5,2026-01-01 01:00:00,10.129,-2.6018
-65.5,17.0,2026-01-01 01:00:00,10.1618,-2.6018
-65.5,17.5,2026-01-01 01:00:00,9.9064,-2.6018
-65.5,18.0,2026-01-01 01:00:00,9.4252,-2.6018
-65.0,14.0,2026-01-01 01:00:00,8.1802,-3.363
-65.0,14.5,2026-01-01 01:00:00,8.7056,-3.363
-65.0,15.0,2026-01-01 01:00:00,9.2993,-3.363
-65.0,15.5,2026-01-01 01:00:00,9.8159,-3.363
-65.0,16.0,2026-01-01 01:00:00,10.129,-3.363
-65.0,16.5,2026-01-01 01:00:00,10.1618,-3.363
-65.0,17.0,2026-01-01 01:00:00,9.9064,-3.363
-65.0,17.5,2026-01-01 01:00:00,9.4252,-3.363
-65.0,18.0,2026-01-01 01:00:00,8.8362,-3.363
-64.5,14.0,2026-01-01 01:00:00,8.7056,-3.854
-64.5,14.5,2026-01-01 01:00:00,9.2993,-3.854
-64.5,15.0,2026-01-01 01:00:00,9.8159,-3.854
-64.5,15.5,2026-01-01 01:00:00,10.129,-3.854
-64.5,16.0,2026-01-01 01:00:00,10.1618,-3.854
-64.5,16.5,2026-01-01 01:00:00,9.9064,-3.854
-64.5,17.0,2026-01-01 01:00:00,9.4252,-3.854
-64.5,17.5,2026-01-01 01:00:00,8.8362,-3.854
-64.5,18.0,2026-01-01 01:00:00,8.2834,-3.854
-64.0,14.0,2026-01-01 01:00:00,9.2993,-3.6234
-64.0,14.5,2026-01-01 01:00:00,9.8159,-3.6234
-64.0,15.0,2026-01-01 01:00:00,10.129,-3.6234
-64.0,15.5,2026-01-01 01:00:00,10.1618,-3.6234
-64.0,16.0,2026-01-01 01:00:00,9.9064,-3.6234
-64.0,16.5,2026-01-01 01:00:00,9.4252,-3.6234
-64.0,17.0,2026-01-01 01:00:00,8.8362,-3.6234
-64.0,17.5,2026-01-01 01:00:00,8.2834,-3.6234
-64.0,18.0,2026-01-01 01:00:00,7.9023,-3.6234
-63.5,14.0,2026-01-01 01:00:00,9.8159,-2.8832
-63.5,14.5,2026-01-01 01:00:00,10.129,-2.8832
-63.5,15.0,2026-01-01 01:00:00,10.1618,-2.8832
-63.5,15.5,2026-01-01 01:00:00,9.9064,-2.8832
-63.5,16.0,2026-01-01 01:00:00,9.4252,-2.8832
-63.5,16.5,2026-01-01 01:00:00,8.8362,-2.8832
-63.5,17.0,2026-01-01 01:00:00,8.2834,-2.8832
-63.5,17.5,2026-01-01 01:00:00,7.9023,-2.8832
-63.5,18.0,2026-01-01 01:00:00,7.7861,-2.8832
-66.5,14.0,2026-01-01 02:00:00,7.9935,-2.5568
-66.5,14.5,2026-01-01 02:00:00,7.7548,-2.5568
-66.5,15.0,2026-01-01 02:00:00,7.806,-2.5568
-66.5,15.5,2026-01-01 02:00:00,8.1345,-2.5568
-66.5,16.0,2026-01-01 02:00:00,8.6599,-2.5568
-66.5,16.5,2026-01-01 02:00:00,9.2536,-2.5568
-66.5,17.0,2026-01-01 02:00:00,9.7703,-2.5568
-66.5,17.5,2026-01-01 02:00:00,10.0833,-2.5568
-66.5,18.0,2026-01-01 02:00:00,10.1161,-2.5568
-66.0,14.0,2026-01-01 02:00:00,7.7548,-2.1538
-66.0,14.5,2026-01-01 02:00:00,7.806,-2.1538
-66.0,15.0,2026-01-01 02:00:00,8.1345,-2.1538
-66.0,15.5,2026-01-01 02:00:00,8.6599,-2.1538
-66.0,16.0,2026-01-01 02:00:00,9.2536,-2.1538
-66.0,16.5,2026-01-01 02:00:00,9.7703,-2.1538
-66.0,17.0,2026-01-01 02:00:00,10.0833,-2.1538
-66.0,17.5,2026-01-01 02:00:00,10.1161,-2.1538
-66.0,18.0,2026-01-01 02:00:00,9.8607,-2.1538
-65.5,14.0,2026-01-01 02:00:00,7.806,-2.4853
-65.5,14.5,2026-01-01 02:00:00,8.1345,-2.4853
-65.5,15.0,2026-01-01 02:00:00,8.6599,-2.4853
-65.5,15.5,2026-01-01 02:00:00,9.2536,-2.4853
-65.5,16.0,2026-01-01 02:00:00,9.7703,-2.4853
-65.5,16.5,2026-01-01 02:00:00,10.0833,-2.4853
-65.5,17.0,2026-01-01 02:00:00,10.1161,-2.4853
-65.5,17.5,2026-01-01 02:00:00,9.8607,-2.4853
-65.5,18.0,2026-01-01 02:00:00,9.3796,-2.4853
-65.0,14.0,2026-01-01 02:00:00,8.1345,-3.2465
-65.0,14.5,2026-01-01 02:00:00,8.6599,-3.2465
-65.0,15.0,2026-01-01 02:00:00,9.2536,-3.2465
-65.0,15.5,2026-01-01 02:00:00,9.7703,-3.2465
-65.0,16.0,2026-01-01 02:00:00,10.0833,-3.2465
-65.0,16.5,2026-01-01 02:00:00,10.1161,-3.2465
-65.0,17.0,2026-01-01 02:00:00,9.8607,-3.2465
-65.0,17.5,2026-01-01 02:00:00,9.3796,-3.2465
-65.0,18.0,2026-01-01 02:00:00,8.7905,-3.2465
-64.5,14.0,2026-01-01 02:00:00,8.6599,-3.7375
-64.5,14.5,2026-01-01 02:00:00,9.2536,-3.7375
-64.5,15.0,2026-01-01 02:00:00,9.7703,-3.7375
-64.5,15.5,2026-01-01 02:00:00,10.0833,-3.7375
-64.5,16.0,2026-01-01 02:00:00,10.1161,-3.7375
-64.5,16.5,2026-01-01 02:00:00,9.8607,-3.7375
-64.5,17.0,2026-01-01 02:00:00,9.3796,-3.7375
-64.5,17.5,2026-01-01 02:00:00,8.7905,-3.7375
-64.5,18.0,2026-01-01 02:00:00,8.2378,-3.7375
-64.0,14.0,2026-01-01 02:00:00,9.2536,-3.507
-64.0,14.5,2026-01-01 02:00:00,9.7703,-3.507
-64.0,15.0,2026-01-01 02:00:00,10.0833,-3.507
-64.0,15.5,2026-01-01 02:00:00,10.1161,-3.507
-64.0,16.0,2026-01-01 02:00:00,9.8607,-3.507
-64.0,16.5,2026-01-01 02:00:00,9.3796,-3.507
-64.0,17.0,2026-01-01 02:00:00,8.7905,-3.507
-64.0,17.5,2026-01-01 02:00:00,8.2378,-3.507
-64.0,18.0,2026-01-01 02:00:00,7.8566,-3.507
-63.5,14.0,2026-01-01 02:00:00,9.7703,-2.7668
-63.5,14.5,2026-01-01 02:00:00,10.0833,-2.7668
-63.5,15.0,2026-01-01 02:00:00,10.1161,-2.7668
-63.5,15.5,2026-01-01 02:00:00,9.8607,-2.7668
-63.5,16.0,2026-01-01 02:00:00,9.3796,-2.7668
-63.5,16.5,2026-01-01 02:00:00,8.7905,-2.7668
-63.5,17.0,2026-01-01 02:00:00,8.2378,-2.7668
-63.5,17.5,2026-01-01 02:00:00,7.8566,-2.7668
-63.5,18.0,2026-01-01 02:00:00,7.7405,-2.7668
-66.5,14.0,2026-01-01 03:00:00,7.9206,-2.4675
-66.5,14.5,2026-01-01 03:00:00,7.6819,-2.4675
-66.5,15.0,2026-01-01 03:00:00,7.7331,-2.4675
-66.5,15.5,2026-01-01 03:00:00,8.0616,-2.4675
-66.5,16.0,2026-01-01 03:00:00,8.587,-2.4675
-66.5,16.5,2026-01-01 03:00:00,9.1807,-2.4675
-66.5,17.0,2026-01-01 03:00:00,9.6973,-2.4675
-66.5,17.5,2026-01-01 03:00:00,10.0103,-2.4675
-66.5,18.0,2026-01-01 03:00:00,10.0432,-2.4675
-66.0,14.0,2026-01-01 03:00:00,7.6819,-2.0645
-66.0,14.5,2026-01-01 03:00:00,7.7331,-2.0645
-66.0,15.0,2026-01-01 03:00:00,8.0616,-2.0645
-66.0,15.5,2026-01-01 03:00:00,8.587,-2.0645
-66.0,16.0,2026-01-01 03:00:00,9.1807,-2.0645
-66.0,16.5,2026-01-01 03:00:00,9.6973,-2.0645
-66.0,17.0,2026-01-01 03:00:00,10.0103,-2.0645
-66.0,17.5,2026-01-01 03:00:00,10.0432,-2.0645
-66.0,18.0,2026-01-01 03:00:00,9.7878,-2.0645
-65.5,14.0,2026-01-01 03:00:00,7.7331,-2.396
-65.5,14.5,2026-01-01 03:00:00,8.0616,-2.396
-65.5,15.0,2026-01-01 03:00:00,8.587,-2.396
-65.5,15.5,2026-01-01 03:00:00,9.1807,-2.396
-65.5,16.0,2026-01-01 03:00:00,9.6973,-2.396
-65.5,16.5,2026-01-01 03:00:00,10.0103,-2.396
-65.5,17.0,2026-01-01 03:00:00,10.0432,-2.396
-65.5,17.5,2026-01-01 03:00:00,9.7878,-2.396
-65.5,18.0,2026-01-01 03:00:00,9.3066,-2.396
-65.0,14.0,2026-01-01 03:00:00,8.0616,-3.1572
-65.0,14.5,2026-01-01 03:00:00,8.587,-3.1572
-65.0,15.0,2026-01-01 03:00:00,9.1807,-3.1572
-65.0,15.5,2026-01-01 03:00:00,9.6973,-3.1572
-65.0,16.0,2026-01-01 03:00:00,10.0103,-3.1572
-65.0,16.5,2026-01-01 03:00:00,10.0432,-3.1572
-65.0,17.0,2026-01-01 03:00:00,9.7878,-3.1572
-65.0,17.5,2026-01-01 03:00:00,9.3066,-3.1572
-65.0,18.0,2026-01-01 03:00:00,8.7176,-3.1572
-64.5,14.0,2026-01-01 03:00:00,8.587,-3.6483
-64.5,14.5,2026-01-01 03:00:00,9.1807,-3.6483
-64.5,15.0,2026-01-01 03:00:00,9.6973,-3.6483
-64.5,15.5,2026-01-01 03:00:00,10.0103,-3.6483
-64.5,16.0,2026-01-01 03:00:00,10.0432,-3.6483
-64.5,16.5,2026-01-01 03:00:00,9.7878,-3.6483
-64.5,17.0,2026-01-01 03:00:00,9.3066,-3.6483
-64.5,17.5,2026-01-01 03:00:00,8.7176,-3.6483
-64.5,18.0,2026-01-01 03:00:00,8.1648,-3.6483
-64.0,14.0,2026-01-01 03:00:00,9.1807,-3.4177
-64.0,14.5,2026-01-01 03:00:00,9.6973,-3.4177
-64.0,15.0,2026-01-01 03:00:00,10.0103,-3.4177
-64.0,15.5,2026-01-01 03:00:00,10.0432,-3.4177
-64.0,16.0,2026-01-01 03:00:00,9.7878,-3.4177
-64.0,16.5,2026-01-01 03:00:00,9.3066,-3.4177
-64.0,17.0,2026-01-01 03:00:00,8.7176,-3.4177
-64.0,17.5,2026-01-01 03:00:00,8.1648,-3.4177
-64.0,18.0,2026-01-01 03:00:00,7.7837,-3.4177
-63.5,14.0,2026-01-01 03:00:00,9.6973,-2.6775
-63.5,14.5,2026-01-01 03:00:00,10.0103,-2.6775
-63.5,15.0,2026-01-01 03:00:00,10.0432,-2.6775
-63.5,15.5,2026-01-01 03:00:00,9.7878,-2.6775
-63.5,16.0,2026-01-01 03:00:00,9.3066,-2.6775
-63.5,16.5,2026-01-01 03:00:00,8.7176,-2.6775
-63.5,17.0,2026-01-01 03:00:00,8.1648,-2.6775
-63.5,17.5,2026-01-01 03:00:00,7.7837,-2.6775
-63.5,18.0,2026-01-01 03:00:00,7.6675,-2.6775
-66.5,14.0,2026-01-01 04:00:00,7.8249,-2.4153
-66.5,14.5,2026-01-01 04:00:00,7.5862,-2.4153
-66.5,15.0,2026-01-01 04:00:00,7.6374,-2.4153
-66.5,15.5,2026-01-01 04:00:00,7.9659,-2.4153
-66.5,16.0,2026-01-01 04:00:00,8.4913,-2.4153
-66.5,16.5,2026-01-01 04:00:00,9.085,-2.4153
-66.5,17.0,2026-01-01 04:00:00,9.6016,-2.4153
-66.5,17.5,2026-01-01 04:00:00,9.9147,-2.4153
-66.5,18.0,2026-01-01 04:00:00,9.9475,-2.4153
-66.0,14.0,2026-01-01 04:00:00,7.5862,-2.0124
-66.0,14.5,2026-01-01 04:00:00,7.6374,-2.0124
-66.0,15.0,2026-01-01 04:00:00,7.9659,-2.0124
-66.0,15.5,2026-01-01 04:00:00,8.4913,-2.0124
-66.0,16.0,2026-01-01 04:00:00,9.085,-2.0124
-66.0,16.5,2026-01-01 04:00:00,9.6016,-2.0124
-66.0,17.0,2026-01-01 04:00:00,9.9147,-2.0124
-66.0,17.5,2026-01-01 04:00:00,9.9475,-2.0124
-66.0,18.0,2026-01-01 04:00:00,9.6921,-2.0124
-65.5,14.0,2026-01-01 04:00:00,7.6374,-2.3439
-65.5,14.5,2026-01-01 04:00:00,7.9659,-2.3439
-65.5,15.0,2026-01-01 04:00:00,8.4913,-2.3439
-65.5,15.5,2026-01-01 04:00:00,9.085,-2.3439
-65.5,16.0,2026-01-01 04:00:00,9.6016,-2.3439
-65.5,16.5,2026-01-01 04:00:00,9.9147,-2.3439
-65.5,17.0,2026-01-01 04:00:00,9.9475,-2.3439
-65.5,17.5,2026-01-01 04:00:00,9.6921,-2.3439
-65.5,18.0,2026-01-01 04:00:00,9.2109,-2.3439
-65.0,14.0,2026-01-01 04:00:00,7.9659,-3.1051
-65.0,14.5,2026-01-01 04:00:00,8.4913,-3.1051
-65.0,15.0,2026-01-01 04:00:00,9.085,-3.1051
-65.0,15.5,2026-01-01 04:00:00,9.6016,-3.1051
-65.0,16.0,2026-01-01 04:00:00,9.9147,-3.1051
-65.0,16.5,2026-01-01 04:00:00,9.9475,-3.1051
-65.0,17.0,2026-01-01 04:00:00,9.6921,-3.1051
-65.0,17.5,2026-01-01 04:00:00,9.2109,-3.1051
-65.0,18.0,2026-01-01 04:00:00,8.6219,-3.1051
-64.5,14.0,2026-01-01 04:00:00,8.4913,-3.5961
-64.5,14.5,2026-01-01 04:00:00,9.085,-3.5961
-64.5,15.0,2026-01-01 04:00:00,9.6016,-3.5961
-64.5,15.5,2026-01-01 04:00:00,9.9147,-3.5961
-64.5,16.0,2026-01-01 04:00:00,9.9475,-3.5961
-64.5,16.5,2026-01-01 04:00:00,9.6921,-3.5961
-64.5,17.0,2026-01-01 04:00:00,9.2109,-3.5961
-64.5,17.5,2026-01-01 04:00:00,8.6219,-3.5961
-64.5,18.0,2026-01-01 04:00:00,8.0691,-3.5961
-64.0,14.0,2026-01-01 04:00:00,9.085,-3.3655
-64.0,14.5,2026-01-01 04:00:00,9.6016,-3.3655
-64.0,15.0,2026-01-01 04:00:00,9.9147,-3.3655
-64.0,15.5,2026-01-01 04:00:00,9.9475,-3.3655
-64.0,16.0,2026-01-01 04:00:00,9.6921,-3.3655
-64.0,16.5,2026-01-01 04:00:00,9.2109,-3.3655
-64.0,17.0,2026-01-01 04:00:00,8.6219,-3.3655
-64.0,17.5,2026-01-01 04:00:00,8.0691,-3.3655
-64.0,18.0,2026-01-01 04:00:00,7.688,-3.3655
-63.5,14.0,2026-01-01 04:00:00,9.6016,-2.6253
-63.5,14.5,2026-01-01 04:00:00,9.9147,-2.6253
-63.5,15.0,2026-01-01 04:00:00,9.9475,-2.6253
-63.5,15.5,2026-01-01 04:00:00,9.6921,-2.6253
-63.5,16.0,2026-01-01 04:00:00,9.2109,-2.6253
-63.5,16.5,2026-01-01 04:00:00,8.6219,-2.6253
-63.5,17.0,2026-01-01 04:00:00,8.0691,-2.6253
-63.5,17.5,2026-01-01 04:00:00,7.688,-2.6253
-63.5,18.0,2026-01-01 04:00:00,7.5718,-2.6253
-66.5,14.0,2026-01-01 05:00:00,7.7124,-2.4059
-66.5,14.5,2026-01-01 05:00:00,7.4737,-2.4059
-66.5,15.0,2026-01-01 05:00:00,7.5249,-2.4059
-66.5,15.5,2026-01-01 05:00:00,7.8534,-2.4059
-66.5,16.0,2026-01-01 05:00:00,8.3788,-2.4059
-66.5,16.5,2026-01-01 05:00:00,8.9725,-2.4059
-66.5,17.0,2026-01-01 05:00:00,9.4891,-2.4059
-66.5,17.5,2026-01-01 05:00:00,9.8022,-2.4059
-66.5,18.0,2026-01-01 05:00:00,9.835,-2.4059
-66.0,14.0,2026-01-01 05:00:00,7.4737,-2.003
-66.0,14.5,2026-01-01 05:00:00,7.5249,-2.003
-66.0,15.0,2026-01-01 05:00:00,7.8534,-2.003
-66.0,15.5,2026-01-01 05:00:00,8.3788,-2.003
-66.0,16.0,2026-01-01 05:00:00,8.9725,-2.003
-66.0,16.5,2026-01-01 05:00:00,9.4891,-2.003
-66.0,17.0,2026-01-01 05:00:00,9.8022,-2.003
-66.0,17.5,2026-01-01 05:00:00,9.835,-2.003
-66.0,18.0,2026-01-01 05:00:00,9.5796,-2.003
-65.5,14.0,2026-01-01 05:00:00,7.5249,-2.3345
-65.5,14.5,2026-01-01 05:00:00,7.8534,-2.3345
-65.5,15.0,2026-01-01 05:00:00,8.3788,-2.3345
-65.5,15.5,2026-01-01 05:00:00,8.9725,-2.3345
-65.5,16.0,2026-01-01 05:00:00,9.4891,-2.3345
-65.5,16.5,2026-01-01 05:00:00,9.8022,-2.3345
-65.5,17.0,2026-01-01 05:00:00,9.835,-2.3345
-65.5,17.5,2026-01-01 05:00:00,9.5796,-2.3345
-65.5,18.0,2026-01-01 05:00:00,9.0984,-2.3345
-65.0,14.0,2026-01-01 05:00:00,7.8534,-3.0957
-65.0,14.5,2026-01-01 05:00:00,8.3788,-3.0957
-65.0,15.0,2026-01-01 05:00:00,8.9725,-3.0957
-65.0,15.5,2026-01-01 05:00:00,9.4891,-3.0957
-65.0,16.0,2026-01-01 05:00:00,9.8022,-3.0957
-65.0,16.5,2026-01-01 05:00:00,9.835,-3.0957
-65.0,17.0,2026-01-01 05:00:00,9.5796,-3.0957
-65.0,17.5,2026-01-01 05:00:00,9.0984,-3.0957
-65.0,18.0,2026-01-01 05:00:00,8.5094,-3.0957
-64.5,14.0,2026-01-01 05:00:00,8.3788,-3.5867
-64.5,14.5,2026-01-01 05:00:00,8.9725,-3.5867
-64.5,15.0,2026-01-01 05:00:00,9.4891,-3.5867
-64.5,15.5,2026-01-01 05:00:00,9.8022,-3.5867
-64.5,16.0,2026-01-01 05:00:00,9.835,-3.5867
-64.5,16.5,2026-01-01 05:00:00,9.5796,-3.5867
-64.5,17.0,2026-01-01 05:00:00,9.0984,-3.5867
-64.5,17.5,2026-01-01 05:00:00,8.5094,-3.5867
-64.5,18.0,2026-01-01 05:00:00,7.9566,-3.5867
-64.0,14.0,2026-01-01 05:00:00,8.9725,-3.3562
-64.0,14.5,2026-01-01 05:00:00,9.4891,-3.3562
-64.0,15.0,2026-01-01 05:00:00,9.8022,-3.3562
-64.0,15.5,2026-01-01 05:00:00,9.835,-3.3562
-64.0,16.0,2026-01-01 05:00:00,9.5796,-3.3562
-64.0,16.5,2026-01-01 05:00:00,9.0984,-3.3562
-64.0,17.0,2026-01-01 05:00:00,8.5094,-3.3562
-64.0,17.5,2026-01-01 05:00:00,7.9566,-3.3562
-64.0,18.0,2026-01-01 05:00:00,7.5755,-3.3562
-63.5,14.0,2026-01-01 05:00:00,9.4891,-2.6159
-63.5,14.5,2026-01-01 05:00:00,9.8022,-2.6159
-63.5,15.0,2026-01-01 05:00:00,9.835,-2.6159
-63.5,15.5,2026-01-01 05:00:00,9.5796,-2.6159
-63.5,16.0,2026-01-01 05:00:00,9.0984,-2.6159
-63.5,16.5,2026-01-01 05:00:00,8.5094,-2.6159
-63.5,17.0,2026-01-01 05:00:00,7.9566,-2.6159
-63.5,17.5,2026-01-01 05:00:00,7.5755,-2.6159
-63.5,18.0,2026-01-01 05:00:00,7.4594,-2.6159
-66.5,14.0,2026-01-01 06:00:00,7.5901,-2.4404
-66.5,14.5,2026-01-01 06:00:00,7.3514,-2.4404
-66.5,15.0,2026-01-01 06:00:00,7.4026,-2.4404
-66.5,15.5,2026-01-01 06:00:00,7.7311,-2.4404
-66.5,16.0,2026-01-01 06:00:00,8.2565,-2.4404
-66.5,16.5,2026-01-01 06:00:00,8.8502,-2.4404
-66.5,17.0,2026-01-01 06:00:00,9.3668,-2.4404
-66.5,17.5,2026-01-01 06:00:00,9.6799,-2.4404
-66.5,18.0,2026-01-01 06:00:00,9.7127,-2.4404
-66.0,14.0,2026-01-01 06:00:00,7.3514,-2.0374
-66.0,14.5,2026-01-01 06:00:00,7.4026,-2.0374
-66.0,15.0,2026-01-01 06:00:00,7.7311,-2.0374
-66.0,15.5,2026-01-01 06:00:00,8.2565,-2.0374
-66.0,16.0,2026-01-01 06:00:00,8.8502,-2.0374
-66.0,16.5,2026-01-01 06:00:00,9.3668,-2.0374
-66.0,17.0,2026-01-01 06:00:00,9.6799,-2.0374
-66.0,17.5,2026-01-01 06:00:00,9.7127,-2.0374
-66.0,18.0,2026-01-01 06:00:00,9.4573,-2.0374
-65.5,14.0,2026-01-01 06:00:00,7.4026,-2.3689
-65.5,14.5,2026-01-01 06:00:00,7.7311,-2.3689
-65.5,15.0,2026-01-01 06:00:00,8.2565,-2.3689
-65.5,15.5,2026-01-01 06:00:00,8.8502,-2.3689
-65.5,16.0,2026-01-01 06:00:00,9.3668,-2.3689
-65.5,16.5,2026-01-01 06:00:00,9.6799,-2.3689
-65.5,17.0,2026-01-01 06:00:00,9.7127,-2.3689
-65.5,17.5,2026-01-01 06:00:00,9.4573,-2.3689
-65.5,18.0,2026-01-01 06:00:00,8.9761,-2.3689
-65.0,14.0,2026-01-01 06:00:00,7.7311,-3.1301
-65.0,14.5,2026-01-01 06:00:00,8.2565,-3.1301
-65.0,15.0,2026-01-01 06:00:00,8.8502,-3.1301
-65.0,15.5,2026-01-01 06:00:00,9.3668,-3.1301
-65.0,16.0,2026-01-01 06:00:00,9.6799,-3.1301
-65.0,16.5,2026-01-01 06:00:00,9.7127,-3.1301
-65.0,17.0,2026-01-01 06:00:00,9.4573,-3.1301
-65.0,17.5,2026-01-01 06:00:00,8.9761,-3.1301
-65.0,18.0,2026-01-01 06:00:00,8.3871,-3.1301
-64.5,14.0,2026-01-01 06:00:00,8.2565,-3.6212
-64.5,14.5,2026-01-01 06:00:00,8.8502,-3.6212
-64.5,15.0,2026-01-01 06:00:00,9.3668,-3.6212
-64.5,15.5,2026-01-01 06:00:00,9.6799,-3.6212
-64.5,16.0,2026-01-01 06:00:00,9.7127,-3.6212
-64.5,16.5,2026-01-01 06:00:00,9.4573,-3.6212
-64.5,17.0,2026-01-01 06:00:00,8.9761,-3.6212
-64.5,17.5,2026-01-01 06:00:00,8.3871,-3.6212
-64.5,18.0,2026-01-01 06:00:00,7.8343,-3.6212
-64.0,14.0,2026-01-01 06:00:00,8.8502,-3.3906
-64.0,14.5,2026-01-01 06:00:00,9.3668,-3.3906
